"Program","Year","Period","State","State ANSI","Strawberries","type","items","units","Domain","Domain Category","Value","CV (%)"
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",7200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",1100,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",1300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",5500,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)",10200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",500,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",5400,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",2800,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",800,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",17900,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",7300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",1900,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",900,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",5200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",1200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",6000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",400,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",3300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",4800,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",2300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",3500,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",56700,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",3300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",12700,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",1100,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",51600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",4600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",1200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",200,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",100,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",2300,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",1800,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",1000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1400,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)",212600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",6146600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",1045700,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",1700,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",100,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",254000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",244000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",600,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)",7698900,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (NITROGEN)",668000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (PHOSPHATE)",493000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (POTASH)",430000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER","FERTILIZER: (SULFUR)",57000,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.205,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",0.482,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",0.023,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",0.337,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",1.739,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",0.023,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",0.32,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",0.114,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",0.623,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",0.213,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",0.113,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",0.168,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",3.997,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",0.493,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",0.106,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",0.303,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",0.073,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",2.381,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",0.112,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",0.169,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",0.51,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",0.097,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",3.656,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",0.039,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",0.669,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",2.219,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",0.113,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",0.23,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",0.024,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.089,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",0.313,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1.202,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",0.019,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",0.297,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",0.126,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",0.034,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.496,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",0.109,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",0.067,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",0.111,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",0.178,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",0.135,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",0.286,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",0.103,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",0.085,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",0.158,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",0.177,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",0.515,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",1.991,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",0.174,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",0.904,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",0.095,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",5.151,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",0.059,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",0.478,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",0.044,NA
"SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",0.067,NA
